timestamp,coordinates,altitude,data_type,speed,motion,battery_level,battery_state,accuracy,wifi,timezone
1563926844.0,"4.361317791048774,52.010395950686195",1,Point,2,None,0.3,unplugged,"10,4",VlinderGR,Z
1563926855.0,"4.361442094672808,52.010350311223426",2,Point,1,None,0.28,unplugged,"10,4",VlinderGR,Z
1563926857.0,"4.361470676962623,52.01036514719204",1,Point,1,None,0.28,unplugged,"10,4",VlinderGR,Z
1563926918.0,"4.361545443538913,52.01027106032894",0,Point,1,walking,0.24,unplugged,"10,4",VlinderGR,Z
1563926947.0,"4.361498840157279,52.01034130067752",1,Point,1,None,0.24,unplugged,"10,4",VlinderGR,Z
1563926953.0,"4.361437400807032,52.01040642806516",1,Point,1,None,0.23,unplugged,"10,4",VlinderGR,Z
1563927065.0,"4.361430862922558,52.010411750573674",0,Point,1,None,0.19,unplugged,"10,4",VlinderGR,Z
1563927187.0,"4.361220560971984,52.01040248857067",1,Point,0,None,0.19,unplugged,"10,4",VlinderGR,Z
1563927267.0,"4.36126825400103,52.01033539143578",1,Point,0,walking,0.17,unplugged,"10,4",VlinderGR,Z
1563927326.0,"4.36123749241639,52.01045927596466",1,Point,0,walking,0.17,unplugged,"10,4",VlinderGR,Z
1563933294.0,"4.361286023635754,52.010537101935604",3,Point,0,stationary,0.11,unplugged,"10,3",VlinderGR,Z
1563935032.0,"4.361270852391013,52.01047888961808",7,Point,0,walking,0.11,unplugged,"10,3",VlinderGR,Z
1563935364.0,"4.36157218181003,52.01031343084947",1,Point,1,walking,0.11,unplugged,"10,4",VlinderGR,Z
1563935658.0,"4.361391635615715,52.01038069562242",1,Point,1,walking,0.15,charging,"10,4",VlinderGR,Z
1563936211.0,"4.361488027502188,52.010351023685196",1,Point,1,stationary,0.35,charging,"10,4",VlinderGR,Z
1563937545.0,"4.361533457417377,52.01033375696466",1,Point,1,None,0.53,charging,"10,4",VlinderGR,Z
1563937652.0,"4.3616253230761375,52.01032055546717",0,Point,0,None,0.54,charging,"10,4",VlinderGR,Z
1563938311.0,"4.361731773246416,52.0102801966034",1,Point,2,None,0.62,charging,"10,4",VlinderGR,Z
1563938313.0,"4.361832439903507,52.01025169813261",1,Point,2,None,0.62,charging,"10,4",VlinderGR,Z
1563938317.0,"4.361944505948911,52.01029079971091",1,Point,2,None,0.62,charging,"10,4",VlinderGR,Z
1563938325.0,"4.361803019423374,52.010278604041794",1,Point,1,None,0.62,charging,"10,4",VlinderGR,Z
1563938343.0,"4.361671423543581,52.01025630817936",2,Point,0,None,0.62,charging,"10,4",VlinderGR,Z
1563938346.0,"4.36156975105811,52.01025970285014",2,Point,1,None,0.62,charging,"10,4",VlinderGR,Z
1563938629.0,"4.361867140982637,52.01042260513828",1,Point,0,walking,0.64,charging,"10,4",VlinderGR,Z
1563938656.0,"4.361800672490486,52.01037960597501",1,Point,0,None,0.64,charging,"10,4",VlinderGR,Z
1563938660.0,"4.361757505689153,52.01033451133595",1,Point,0,None,0.64,charging,"10,4",VlinderGR,Z
1563938737.0,"4.36164057813991,52.01034054630623",0,Point,1,None,0.65,charging,"10,4",VlinderGR,Z
1563938738.0,"4.3616017699282255,52.01033321214096",0,Point,1,None,0.65,charging,"10,4",VlinderGR,Z
1563938748.0,"4.36186873354424,52.0102550928034",0,Point,0,None,0.65,charging,"10,4",VlinderGR,Z
1563938756.0,"4.361767731611022,52.01024587270991",-1,Point,0,None,0.65,charging,"10,4",VlinderGR,Z
1563938758.0,"4.361646696929225,52.010286483030775",-1,Point,2,None,0.65,charging,"10,4",VlinderGR,Z
1563938760.0,"4.361585509036073,52.010324620690206",-1,Point,1,None,0.65,charging,"10,4",VlinderGR,Z
1563938855.0,"4.36155457981337,52.01037315190957",0,Point,1,None,0.65,charging,"10,4",VlinderGR,Z
1563938875.0,"4.361312761906871,52.0104096970074",1,Point,0,None,0.66,charging,"10,4",VlinderGR,Z
1563938881.0,"4.361434718598017,52.01040320103244",0,Point,2,None,0.66,charging,"10,4",VlinderGR,Z
1563938884.0,"4.36157754622806,52.01040391349421",0,Point,2,None,0.66,charging,"10,4",VlinderGR,Z
1563938888.0,"4.3616736028384056,52.01034968258069",0,Point,1,None,0.66,charging,"10,4",VlinderGR,Z
1563938895.0,"4.361571343619713,52.0103066415079",0,Point,1,None,0.66,charging,"10,4",VlinderGR,Z
1563938897.0,"4.361465312544593,52.010256685365",1,Point,3,None,0.66,charging,"10,4",VlinderGR,Z
1563938900.0,"4.361354336146602,52.0102125546448",1,Point,2,None,0.66,charging,"10,4",VlinderGR,Z
1563938917.0,"4.36147495173324,52.0102593256645",1,Point,1,None,0.66,unplugged,"10,4",VlinderGR,Z
1563938928.0,"4.361361460764297,52.01029830151425",1,Point,1,None,0.66,unplugged,"10,4",VlinderGR,Z
1563938956.0,"4.361447039995679,52.0103560528271",0,Point,1,None,0.64,unplugged,"10,4",VlinderGR,Z
1563939071.0,"4.3615525681566085,52.010312089744964",1,Point,1,None,0.6,unplugged,"10,4",VlinderGR,Z
1563939077.0,"4.361670333896169,52.010330990936616",0,Point,0,None,0.59,unplugged,"10,4",VlinderGR,Z
1563939079.0,"4.361699502919206,52.01035940558837",0,Point,0,None,0.59,unplugged,"10,4",VlinderGR,Z
1563939109.0,"4.361506886784324,52.01038782024012",-1,Point,1,None,0.58,unplugged,"10,4",VlinderGR,Z
1563939124.0,"4.361444022510537,52.01036657211558",-1,Point,1,None,0.58,unplugged,"10,4",VlinderGR,Z
1563939142.0,"4.361326843504199,52.01045579747484",-1,Point,0,None,0.58,unplugged,"10,4",VlinderGR,Z
1563939144.0,"4.361371519048103,52.0104215993099",-1,Point,0,None,0.58,unplugged,"10,4",VlinderGR,Z
1563939147.0,"4.361455170441755,52.01037206226216",-2,Point,0,None,0.58,unplugged,"10,4",VlinderGR,Z
1563939152.0,"4.3615543283562745,52.01031644833461",-1,Point,1,None,0.58,unplugged,"10,4",VlinderGR,Z
1563939199.0,"4.361466486011037,52.01037386437134",-2,Point,0,None,0.57,unplugged,"10,4",VlinderGR,Z
1563939225.0,"4.361587604511866,52.01035270006583",-3,Point,1,None,0.57,unplugged,"10,4",VlinderGR,Z
1563939227.0,"4.361668489877471,52.01030228291825",-3,Point,2,None,0.57,unplugged,"10,4",VlinderGR,Z
1563939251.0,"4.361529937018045,52.0103042526655",-1,Point,0,None,0.56,unplugged,"10,4",VlinderGR,Z
1563939290.0,"4.36142558232356,52.01034209695832",-1,Point,1,None,0.54,unplugged,"10,4",VlinderGR,Z
1563939421.0,"4.361310414973983,52.01038295873628",1,Point,1,None,0.53,unplugged,"10,4",VlinderGR,Z
1563939672.0,"4.3616901151876535,52.010260373402396",1,Point,0,walking,0.51,unplugged,"10,4",VlinderGR,Z
1563939768.0,"4.361623227600345,52.010366614025095",-1,Point,0,walking,0.48,unplugged,"10,4",VlinderGR,Z
1563939783.0,"4.361462965611705,52.01040248857067",-1,Point,0,None,0.46,unplugged,"10,4",VlinderGR,Z
1563939812.0,"4.36154385097731,52.01033568480239",-1,Point,1,None,0.44,unplugged,"10,4",VlinderGR,Z
1563939826.0,"4.361554244537243,52.01024608225749",-1,Point,1,None,0.42,unplugged,"10,4",VlinderGR,Z
1563939851.0,"4.361689779911527,52.01026930012927",-1,Point,1,None,0.41,unplugged,"10,4",VlinderGR,Z
1563939900.0,"4.361604871232399,52.010291637901226",0,Point,1,None,0.4,unplugged,"10,4",VlinderGR,Z
1563939941.0,"4.3614856805693,52.01034063012526",0,Point,1,stationary,0.4,unplugged,"10,4",VlinderGR,Z
1563939991.0,"4.361811149869451,52.01016159267352",-1,Point,1,walking,0.38,unplugged,"10,4",VlinderGR,Z
1563939996.0,"4.361760104079136,52.01023233593629",-1,Point,0,None,0.38,unplugged,"10,4",VlinderGR,Z
1563940006.0,"4.361672932286152,52.01029540975765",-1,Point,0,None,0.38,unplugged,"10,4",VlinderGR,Z
1563940010.0,"4.361536223445424,52.0103111258261",-1,Point,1,None,0.38,unplugged,"10,4",VlinderGR,Z
1563940320.0,"4.361602189023384,52.010380486074844",0,Point,1,walking,0.33,unplugged,"10,4",VlinderGR,Z
1563940349.0,"4.361617863182315,52.010306515779355",1,Point,0,None,0.31,unplugged,"10,4",VlinderGR,Z
1563940352.0,"4.361670836810359,52.01026288797335",1,Point,2,None,0.31,unplugged,"10,4",VlinderGR,Z
1563940359.0,"4.361684331674465,52.010238035630444",1,Point,1,None,0.31,unplugged,"10,4",VlinderGR,Z
1563940675.0,"4.361542174596676,52.01023715553061",1,Point,0,None,0.29,unplugged,"10,4",VlinderGR,Z
1563940709.0,"4.361549885947594,52.010309449445465",0,Point,0,stationary,0.29,unplugged,"10,4",VlinderGR,Z
1563940750.0,"4.361586514864453,52.01030027126149",-1,Point,1,None,0.29,unplugged,"10,4",VlinderGR,Z
1563940756.0,"4.361894214529881,52.01022261292861",-2,Point,1,None,0.29,unplugged,"10,4",VlinderGR,Z
1563940772.0,"4.361757673327216,52.01021821242944",-1,Point,0,None,0.29,unplugged,"10,4",VlinderGR,Z
1563940779.0,"4.361668070782312,52.01026049913094",-1,Point,1,None,0.29,unplugged,"10,4",VlinderGR,Z
1563941100.0,"4.3616229761432495,52.01031246693061",1,Point,1,walking,0.26,charging,"10,4",VlinderGR,Z
1563941128.0,"4.361849790443072,52.010081503588715",2,Point,0,stationary,0.26,charging,"10,4",VlinderGR,Z
1563941140.0,"4.361788434911856,52.01013682414965",2,Point,1,None,0.27,charging,"10,4",VlinderGR,Z
1563941143.0,"4.3617596011649455,52.01015974865482",1,Point,0,stationary,0.27,charging,"10,4",VlinderGR,Z
1563941163.0,"4.361598417166957,52.01038262346015",1,Point,0,None,0.28,charging,"10,4",VlinderGR,Z
1563941196.0,"4.361604368318209,52.01030173809455",3,Point,0,stationary,0.29,charging,"10,4",VlinderGR,Z
1563945587.0,"4.361562961716541,52.01022571423278",1,Point,1,stationary,0.9,charging,"10,4",VlinderGR,Z
1563946030.0,"4.361705034975299,52.009944710928956",1,Point,4,walking,0.93,charging,"10,4",VlinderGR,Z
1563946038.0,"4.361583665017375,52.009920529138306",1,Point,0,walking,0.93,charging,"10,4",,Z
1563946048.0,"4.3614762928377475,52.010067254353324",2,Point,0,stationary,0.93,charging,"10,4",VlinderGR,Z
1563946058.0,"4.361593639482149,52.01014394876734",2,Point,0,walking,0.93,charging,"10,4",VlinderGR,Z
1563946091.0,"4.361580731351265,52.01022504368053",2,Point,0,None,0.93,charging,"10,4",VlinderGR,Z
1563946110.0,"4.361534714702853,52.01030119327084",1,Point,0,None,0.93,charging,"10,4",VlinderGR,Z
